Title,Title20,Title29,ISSN,EISSN,Category name
INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,INT J REHABIL RES,INT J REHABIL RES,0342-5282,1473-5660,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF REMOTE SENSING,INT J REMOTE SENS,INT J REMOTE SENS,0143-1161,1366-5901,GEOSCIENCES
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,INT J RES MARK,INT J RES MARK,0167-8116,1873-8001,ECONOMICS & BUSINESS
INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,INT J RETAIL DISTRIB,INT J RETAIL DISTRIB MANAG,0959-0552,1758-6690,ECONOMICS & BUSINESS
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,INT J RF MICROW COMPUT-AID EN,1096-4290,1099-047X,ENGINEERING
INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES,INT J RHEUM DIS,INT J RHEUM DIS,1756-1841,1756-185X,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,INT J ROBOT AUTOM,INT J ROBOTICS AUTOM,0826-8185,1925-7090,ENGINEERING
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,INT J ROBOT RES,INT J ROBOT RES,0278-3649,1741-3176,ENGINEERING
INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,INT J ROBUST NONLIN,INT J ROBUST NONLINEAR CONTR,1049-8923,1099-1239,ENGINEERING
INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,INT J ROCK MECH MIN,INT J ROCK MECH MINING SCI,1365-1609,1873-4545,GEOSCIENCES
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,INT J SATELL COMM N,INT J SATELL COMMUN NETW,1542-0973,1542-0981,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF SCIENCE AND MATHEMATICS EDUCATION,INT J SCI MATH EDUC,INT J SCI MATH EDUC,1571-0068,1573-1774,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,INT J SCI EDUC,INT J SCI EDUC,0950-0693,1464-5289,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH,INT J SEDIMENT RES,INT J SEDIMENT RES,1001-6279,1001-6279,ENVIRONMENT/ECOLOGY
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,INT J SELECT ASSESS,INT J SELECTION ASSESSMENT,0965-075X,1468-2389,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL JOURNAL OF SENSOR NETWORKS,INT J SENS NETW,INT J SENS NETW,1748-1279,1748-1287,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF SEXUAL HEALTH,INT J SEX HEALTH,INT J SEX HEALTH,1931-7611,1931-762X,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS,INT J SHIP TRANS LOG,INT J SHIPP TRANSP LOGIST,1756-6517,1756-6525,ECONOMICS & BUSINESS
INTERNATIONAL JOURNAL OF SHOULDER SURGERY,INT J SHOULDER SURG,INT J SHOULDER SURG,0973-6042,0973-6042,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF SIMULATION MODELLING,INT J SIMUL MODEL,INT J SIMUL MODEL,1726-4529,1996-8566,ENGINEERING
INTERNATIONAL JOURNAL OF SMART AND NANO MATERIALS,INT J SMART NANO MAT,INT J SMART NANO MATER,1947-5411,1947-542X,MATERIALS SCIENCE
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,INT J SOC PSYCHIATR,INT J SOC PSYCHIATR,0020-7640,1741-2854,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL JOURNAL OF SOCIAL PSYCHOLOGY,INT J SOC PSYCHOL,INT J SOC PSYCHOL,0213-4748,1579-3680,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,INT J SOC RES METHOD,INT J SOC RES METHODOL,1364-5579,1464-5300,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,INT J SOC ROBOT,INT J SOC ROBOT,1875-4791,1875-4805,ENGINEERING
INTERNATIONAL JOURNAL OF SOCIAL WELFARE,INT J SOC WELF,INT J SOC WELF,1369-6866,1468-2397,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,INT J SOFTW ENG KNOWL,0218-1940,1793-6403,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,INT J SOLIDS STRUCT,INT J SOLIDS STRUCT,0020-7683,1879-2146,ENGINEERING
INTERNATIONAL JOURNAL OF SPEECH LANGUAGE AND THE LAW,INT J SPEECH LANG LA,INT J SPEECH LANG LAW,1748-8885,1748-8893,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,INT J SPEECH-LANG PA,INT J SPEECH-LANG PATHOL,1754-9507,1754-9515,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SPELEOLOGY,INT J SPELEOL,INT J SPELEOL,0392-6672,1827-806X,GEOSCIENCES
INTERNATIONAL JOURNAL OF SPORT AND EXERCISE PSYCHOLOGY,INT J SPORT EXERC PS,INT J SPORT EXERC PSYCHOL,1612-197X,1557-251X,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL JOURNAL OF SPORT FINANCE,INT J SPORT FINANC,INT J SPORT FINANC,1558-6235,1930-076X,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM,INT J SPORT NUTR EXE,INT J SPORT NUTR EXERC METAB,1526-484X,1543-2742,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,INT J SPORT PSYCHOL,INT J SPORT PSYCHOL,0047-0767,,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL JOURNAL OF SPORTS MARKETING & SPONSORSHIP,INT J SPORT MARK SPO,INT J SPORTS MARK SPONS,1464-6668,2515-7841,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,INT J SPORTS MED,INT J SPORT MED,0172-4622,1439-3964,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF SPORTS PHYSIOLOGY AND PERFORMANCE,INT J SPORT PHYSIOL,INT J SPORT PHYSIOL PERFORM,1555-0265,1555-0273,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF SPORTS SCIENCE & COACHING,INT J SPORTS SCI COA,INT J SPORTS SCI COACH,1747-9541,2048-397X,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SPRAY AND COMBUSTION DYNAMICS,INT J SPRAY COMBUST,INT J SPRAY COMBUST DYN,1756-8277,1756-8285,ENGINEERING
INTERNATIONAL JOURNAL OF STD & AIDS,INT J STD AIDS,INT J STD AIDS,0956-4624,1758-1052,IMMUNOLOGY
INTERNATIONAL JOURNAL OF STEEL STRUCTURES,INT J STEEL STRUCT,INT J STEEL STRUCT,1598-2351,2093-6311,ENGINEERING
INTERNATIONAL JOURNAL OF STEM CELLS,INT J STEM CELLS,INT J STEM CELLS,2005-3606,2005-5447,BIOLOGY & BIOCHEMISTRY
INTERNATIONAL JOURNAL OF STEM EDUCATION,INT J STEM EDUC,INT J STEM EDUC,2196-7822,2196-7822,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,INT J STRATEG PROP M,INT J STRATEG PROP MANAG,1648-715X,1648-9179,ECONOMICS & BUSINESS
INTERNATIONAL JOURNAL OF STRESS MANAGEMENT,INT J STRESS MANAGE,INT J STRESS MANAGEMENT,1072-5245,1573-3424,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL JOURNAL OF STROKE,INT J STROKE,INT J STROKE,1747-4930,1747-4949,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF STRUCTURAL STABILITY AND DYNAMICS,INT J STRUCT STAB DY,INT J STRUCT STAB DYN,0219-4554,1793-6764,ENGINEERING
INTERNATIONAL JOURNAL OF SURFACE SCIENCE AND ENGINEERING,INT J SURF SCI ENG,INT J SURF SCI ENG,1749-785X,1749-7868,ENGINEERING
INTERNATIONAL JOURNAL OF SURGERY,INT J SURG,INT J SURG,1743-9191,1743-9159,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,INT J SURG PATHOL,INT J SURG PATHOL,1066-8969,1940-2465,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,INT J SUST HIGHER ED,INT J SUSTAIN HIGH EDUC,1467-6370,1758-6739,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,INT J SUST DEV WORLD,INT J SUSTAIN DEV WORLD ECOL,1350-4509,1745-2627,ENVIRONMENT/ECOLOGY
INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION,INT J SUSTAIN TRANSP,INT J SUSTAIN TRANSP,1556-8318,1556-8334,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,INT J SYST EVOL MICR,INT J SYST EVOL MICROBIOL,1466-5026,1466-5034,MICROBIOLOGY
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,INT J SYST SCI,0020-7721,1464-5319,ENGINEERING
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE-OPERATIONS & LOGISTICS,INT J SYST SCI-OPER,INT J SYST SCI-OPER LOGIST,2330-2674,2330-2682,ENGINEERING
INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,INT J TECHNOL DES ED,INT J TECHNOL DES EDUC,0957-7572,1573-1804,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,INT J TECHNOL ASSESS,INT J TECHNOL ASSESS HEALTH C,0266-4623,1471-6348,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,INT J TECHNOL MANAGE,0267-5730,1741-5276,ECONOMICS & BUSINESS
INTERNATIONAL JOURNAL OF THE COMMONS,INT J COMMONS,INT J COMMONS,1875-0281,1875-0281,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT,INT J HIST SPORT,INT J HIST SPORT,0952-3367,1743-9035,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,INT J THEOR PHYS,INT J THEOR PHYS,0020-7748,1572-9575,PHYSICS
INTERNATIONAL JOURNAL OF THERMAL SCIENCES,INT J THERM SCI,INT J THERM SCI,1290-0729,1778-4166,ENGINEERING
INTERNATIONAL JOURNAL OF THERMOPHYSICS,INT J THERMOPHYS,INT J THERMOPHYS,0195-928X,1572-9567,CHEMISTRY
INTERNATIONAL JOURNAL OF TOURISM RESEARCH,INT J TOUR RES,INT J TOUR RES,1099-2340,1522-1970,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF TOXICOLOGY,INT J TOXICOL,INT J TOXICOL,1091-5818,1092-874X,PHARMACOLOGY & TOXICOLOGY
INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,INT J TRANSGEND HEAL,INT J TRANSGENDER HEALTH,2689-5269,2689-5277,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF TRANSGENDERISM,INT J TRANSGENDERISM,INT J TRANSGENDERISM,1553-2739,1434-4599,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF TRANSITIONAL JUSTICE,INT J TRANSIT JUST,INT J TRANSITIONAL JUSTICE,1752-7716,1752-7724,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF TRANSPORT ECONOMICS,INT J TRANSP ECON,INT J TRANSP ECON,0391-8440,,ECONOMICS & BUSINESS
INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,INT J TROP INSECT SC,INT J TROP INSECT SCI,1742-7584,1742-7592,PLANT & ANIMAL SCIENCE
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,INT J TUBERC LUNG D,INT J TUBERC LUNG DIS,1027-3719,1815-7920,IMMUNOLOGY
INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,INT J TURBO JET ENG,INT J TURBO JET ENGINES,0334-0082,2191-0332,ENGINEERING
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,INT J UNCERTAIN FUZZ KNOWL-B,0218-4885,1793-6411,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF UNCONVENTIONAL COMPUTING,INT J UNCONV COMPUT,INT J UNCONV COMPUT,1548-7199,1548-7202,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,INT J URBAN REGIONAL,INT J URBAN REG RES,0309-1317,1468-2427,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF URBAN SCIENCES,INT J URBAN SCI,INT J URBAN SCI,1226-5934,2161-6779,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL JOURNAL OF UROLOGICAL NURSING,INT J UROL NURS,INT J UROL NURS,1749-7701,1749-771X,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF UROLOGY,INT J UROL,INT J UROL,0919-8172,1442-2042,CLINICAL MEDICINE
INTERNATIONAL JOURNAL OF VEHICLE DESIGN,INT J VEHICLE DES,INT J VEH DES,0143-3369,1741-5314,ENGINEERING
INTERNATIONAL JOURNAL OF VENTILATION,INT J VENT,INT J VENT,1473-3315,2044-4044,ENGINEERING
INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,INT J WATER RESOUR D,INT J WATER RESOUR DEV,0790-0627,1360-0648,ENVIRONMENT/ECOLOGY
INTERNATIONAL JOURNAL OF WAVELETS MULTIRESOLUTION AND INFORMATION PROCESSING,INT J WAVELETS MULTI,INT J WAVELETS MULTIRESOLUT I,0219-6913,1793-690X,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF WEB AND GRID SERVICES,INT J WEB GRID SERV,INT J WEB GRID SERV,1741-1106,1741-1114,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF WEB SERVICES RESEARCH,INT J WEB SERV RES,INT J WEB SERV RES,1545-7362,1546-5004,COMPUTER SCIENCE
INTERNATIONAL JOURNAL OF WILDLAND FIRE,INT J WILDLAND FIRE,INT J WILDLAND FIRE,1049-8001,1448-5516,PLANT & ANIMAL SCIENCE
INTERNATIONAL JOURNAL OF WOMENS HEALTH,INT J WOMENS HEALTH,INT J WOMENS HEALTH,1179-1411,1179-1411,CLINICAL MEDICINE
INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,INT J ARTIF INTELL T,INT J ARTIF INTELL TOOLS,0218-2130,1793-6349,COMPUTER SCIENCE
INTERNATIONAL JOURNAL ON DOCUMENT ANALYSIS AND RECOGNITION,INT J DOC ANAL RECOG,INT J DOC ANAL RECOGNIT,1433-2833,1433-2825,COMPUTER SCIENCE
INTERNATIONAL JOURNAL ON SEMANTIC WEB AND INFORMATION SYSTEMS,INT J SEMANT WEB INF,INT J SEMANT WEB INF SYST,1552-6283,1552-6291,COMPUTER SCIENCE
INTERNATIONAL JOURNAL ON SOFTWARE TOOLS FOR TECHNOLOGY TRANSFER,INT J SOFTW TOOLS TE,INT J SOFTW TOOLS TECHNOL TRA,1433-2779,1433-2787,COMPUTER SCIENCE
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,INT LABOR WORK-CLASS,INT LABOR WORK-CLASS HIST,0147-5479,1471-6445,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL LABOUR REVIEW,INT LABOUR REV,INT LAB REV,0020-7780,1564-913X,ECONOMICS & BUSINESS
INTERNATIONAL MARKETING REVIEW,INT MARKET REV,INT MARK REV,0265-1335,1758-6763,ECONOMICS & BUSINESS
INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,INT MATER REV,0950-6608,1743-2804,MATERIALS SCIENCE
INTERNATIONAL MATHEMATICS RESEARCH NOTICES,INT MATH RES NOTICES,INT MATH RES NOTICES,1073-7928,1687-0247,MATHEMATICS
INTERNATIONAL MEDICAL JOURNAL,INT MED J,INT MED J,1341-2051,,CLINICAL MEDICINE
INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,INT MICROBIOL,1139-6709,1618-1905,MICROBIOLOGY
INTERNATIONAL MIGRATION,INT MIGR,INT MIGR,0020-7985,1468-2435,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL MIGRATION REVIEW,INT MIGR REV,INT MIGR REV,0197-9183,1747-7379,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL MULTILINGUAL RESEARCH JOURNAL,INT MULTILING RES J,INT MULTILING RES J,1931-3152,1931-3160,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL NEUROUROLOGY JOURNAL,INT NEUROUROL J,INT NEUROUROL J,2093-4777,2093-6931,CLINICAL MEDICINE
INTERNATIONAL NURSING REVIEW,INT NURS REV,INT NURS REV,0020-8132,1466-7657,CLINICAL MEDICINE
INTERNATIONAL OPHTHALMOLOGY,INT OPHTHALMOL,INT OPHTHALMOL,0165-5701,1573-2630,CLINICAL MEDICINE
INTERNATIONAL ORGANIZATION,INT ORGAN,INT ORGAN,0020-8183,1531-5088,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL ORTHOPAEDICS,INT ORTHOP,INT ORTHOP,0341-2695,1432-5195,CLINICAL MEDICINE
INTERNATIONAL PEACEKEEPING,INT PEACEKEEPING,INT PEACEKEEPING,1353-3312,1743-906X,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,INT PERSPECT SEX R H,INT PERSPECT SEX REPROD HEALT,1944-0391,1944-0405,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL POLITICAL SCIENCE REVIEW,INT POLIT SCI REV,INT POLIT SCI REV,0192-5121,1460-373X,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL POLITICAL SOCIOLOGY,INT POLIT SOCIOL,INT POLIT SOCIOL,1749-5679,1749-5687,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL POLITICS,INT POLITICS,INT POLIT,1384-5748,1740-3898,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL POLYMER PROCESSING,INT POLYM PROC,INT POLYM PROC,0930-777X,2195-8602,CHEMISTRY
INTERNATIONAL PSYCHOGERIATRICS,INT PSYCHOGERIATR,INT PSYCHOGERIATR,1041-6102,1741-203X,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL PUBLIC MANAGEMENT JOURNAL,INT PUBLIC MANAG J,INT PUBLIC MANAG J,1096-7494,1559-3169,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REGIONAL SCIENCE REVIEW,INT REGIONAL SCI REV,INT REG SCI REV,0160-0176,1552-6925,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL RELATIONS,INT RELAT,INT RELAT,0047-1178,1741-2862,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL RELATIONS OF THE ASIA-PACIFIC,INT RELAT ASIA-PAC,INT RELAT ASIA-PAC,1470-482X,1470-4838,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT,INT REV SOCIOL SPORT,INT REV SOCIOL SPORT,1012-6902,1461-7218,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES,INT REV ADM SCI,INT REV ADM SCI,0020-8523,1461-7226,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,INT REV ECON FINANC,INT REV ECON FINANC,1059-0560,1873-8036,ECONOMICS & BUSINESS
INTERNATIONAL REVIEW OF ECONOMICS EDUCATION,INT REV ECON EDUC,INT REV ECON EDUC,1477-3880,2352-4421,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEW OF ELECTRICAL ENGINEERING-IREE,INT REV ELECTR ENG-I,INT REV ELECTR ENG-IREE,1827-6660,,ENGINEERING
INTERNATIONAL REVIEW OF FINANCE,INT REV FINANC,INT REV FINANC,1369-412X,1468-2443,ECONOMICS & BUSINESS
INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,INT REV FINANC ANAL,INT REV FINANC ANAL,1057-5219,1873-8079,ECONOMICS & BUSINESS
INTERNATIONAL REVIEW OF HYDROBIOLOGY,INT REV HYDROBIOL,INT REV HYDROBIOL,1434-2944,1522-2632,PLANT & ANIMAL SCIENCE
INTERNATIONAL REVIEW OF LAW AND ECONOMICS,INT REV LAW ECON,INT REV LAW ECONOMICS,0144-8188,1873-6394,ECONOMICS & BUSINESS
INTERNATIONAL REVIEW OF PSYCHIATRY,INT REV PSYCHIATR,INT REV PSYCHIATR,0954-0261,1369-1627,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTANCE LEARNING,,,,,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTRIBUTED LEARNING,INT REV RES OPEN DIS,INT REV RES OPEN DISTRIB LEAR,1492-3831,1492-3831,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEW OF SOCIAL HISTORY,INT REV SOC HIST,INT REV SOC HIST,0020-8590,1469-512X,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEW OF SOCIAL PSYCHOLOGY,INT REV SOC PSYCHOL,INT REV SOC PSYCHOL,2397-8570,2397-8570,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY,INT REV SPORT EXER P,INT REV SPORT EXERC PSYCHOL,1750-984X,1750-9858,PSYCHIATRY/PSYCHOLOGY
INTERNATIONAL REVIEW OF THE RED CROSS,INT REV RED CROSS,INT REV RED CROSS,1816-3831,1607-5889,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INT REV PHYS CHEM,INT REV PHYS CHEM,0144-235X,1366-591X,CHEMISTRY
INTERNATIONAL REVIEWS OF IMMUNOLOGY,INT REV IMMUNOL,INT REV IMMUNOL,0883-0185,1563-5244,IMMUNOLOGY
INTERNATIONAL SECURITY,INT SECURITY,INT SECURITY,0162-2889,1531-4804,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL SMALL BUSINESS JOURNAL,,,,,ECONOMICS & BUSINESS
INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,INT SMALL BUS J,INT SMALL BUS J-RES ENTREP,0266-2426,1741-2870,ECONOMICS & BUSINESS
INTERNATIONAL SOCIAL WORK,INT SOC WORK,INT SOC WORK,0020-8728,1461-7234,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL SOCIOLOGY,INT SOCIOL,INT SOCIOL,0268-5809,1461-7242,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL SOIL AND WATER CONSERVATION RESEARCH,INT SOIL WATER CONSE,INT SOIL WATER CONSERV RES,2095-6339,2589-059X,ENVIRONMENT/ECOLOGY
INTERNATIONAL STATISTICAL REVIEW,INT STAT REV,INT STATIST REV,0306-7734,1751-5823,MATHEMATICS
INTERNATIONAL STUDIES PERSPECTIVES,INT STUD PERSPECT,INST STUD PERSPECT,1528-3577,1528-3585,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL STUDIES QUARTERLY,INT STUD QUART,INT STUD QUART,0020-8833,1468-2478,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL STUDIES REVIEW,INT STUD REV,INT STUD REV,1521-9488,1468-2486,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL SUGAR JOURNAL,INT SUGAR J,INT SUGAR J,0020-8841,0020-8841,AGRICULTURAL SCIENCES
INTERNATIONAL SURGERY,INT SURG,INT SURG,0020-8868,,CLINICAL MEDICINE
INTERNATIONAL TAX AND PUBLIC FINANCE,INT TAX PUBLIC FINAN,INT TAX PUBLIC FINANC,0927-5940,1573-6970,ECONOMICS & BUSINESS
INTERNATIONAL THEORY,INT THEOR,INT THEORY,1752-9719,1752-9727,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH,INT T OPER RES,INT TRANS OPER RES,0969-6016,1475-3995,ECONOMICS & BUSINESS
INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS,INT T ELECTR ENERGY,INT TRANS ELECTR ENERGY SYST,2050-7038,2050-7038,ENGINEERING
INTERNATIONAL UROGYNECOLOGY JOURNAL,INT UROGYNECOL J,INT UROGYNECOL J,0937-3462,1433-3023,CLINICAL MEDICINE
INTERNATIONAL UROLOGY AND NEPHROLOGY,INT UROL NEPHROL,INT UROL NEPHROL,0301-1623,1573-2584,CLINICAL MEDICINE
INTERNATIONAL WOUND JOURNAL,INT WOUND J,INT WOUND J,1742-4801,1742-481X,CLINICAL MEDICINE
INTERNATIONALE POLITIK,INT POLITIK,INT POLITIK,1430-175X,,"SOCIAL SCIENCES, GENERAL"
INTERNET AND HIGHER EDUCATION,INTERNET HIGH EDUC,INTERNET HIGH EDUC,1096-7516,1873-5525,"SOCIAL SCIENCES, GENERAL"
INTERNET INTERVENTIONS-THE APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH,INTERNET INTERV,INTERNET INTERV,****-****,2214-7829,PSYCHIATRY/PSYCHOLOGY
INTERNET RESEARCH,INTERNET RES,INTERNET RES,1066-2243,1066-2243,COMPUTER SCIENCE
INTERNIST,INTERNIST,INTERNIST,0020-9554,1432-1289,CLINICAL MEDICINE
INTERPRETATION-A JOURNAL OF SUBSURFACE CHARACTERIZATION,INTERPRETATION-J SUB,INTERPRETATION,2324-8858,2324-8866,GEOSCIENCES
INTERPRETER AND TRANSLATOR TRAINER,INTERPRET TRANSL TRA,INTERPRET TRANSL TRAIN,1750-399X,1757-0417,"SOCIAL SCIENCES, GENERAL"
INTERPRETING,INTERPRETING,INTERPRETING,1384-6647,1569-982X,"SOCIAL SCIENCES, GENERAL"
INTERSECCIONES EN ANTROPOLOGIA,INTERSECCIONES ANTRO,INTERSECCIONES ANTROPOL,1850-373X,1850-373X,"SOCIAL SCIENCES, GENERAL"
INTERVENTION IN SCHOOL AND CLINIC,INTERV SCH CLIN,INTERVENTION SCHOOL CLINIC,1053-4512,1538-4810,"SOCIAL SCIENCES, GENERAL"
INTERVENTIONAL NEURORADIOLOGY,INTERV NEURORADIOL,INTERV NEURORADIOL,1591-0199,2385-2011,CLINICAL MEDICINE
INTERVENTIONS-INTERNATIONAL JOURNAL OF POSTCOLONIAL STUDIES,INTERVENTIONS-UK,INTERVENTIONS-UK,1369-801X,1469-929X,"SOCIAL SCIENCES, GENERAL"
INTERVIROLOGY,INTERVIROLOGY,INTERVIROLOGY,0300-5526,1423-0100,MICROBIOLOGY
